date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:25:01	5146/5146	---M-Z	200	added ('OK')	text/css	etag:%22b23d3e-141a-61b50b6c55bfc-gzip%22	https://kraet.io/wp-content/themes/hello-elementor/theme.min.css?ver=3.1.0	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/themes/hello-elementor/theme.min324d.css	(from https://kraet.io/)
23:25:01	7212/7212	---M-Z	200	added ('OK')	text/css	etag:%22b23d25-1c2c-61b50b6c55044-gzip%22	https://kraet.io/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.1.0	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/themes/hello-elementor/header-footer.min324d.css	(from https://kraet.io/)
23:25:01	211327/211327	---M-Z	200	added ('OK')	text/css	etag:%22b81c51-3397f-61d51a01e6839-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.23.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/css/frontend-lite.min93d8.css	(from https://kraet.io/)
23:25:02	1263/1263	---M-Z	200	added ('OK')	text/css	etag:%2210c0001-4ef-61dc4ed44de06-gzip%22	https://kraet.io/wp-content/uploads/elementor/css/post-6.css?ver=1721581491	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/elementor/css/post-61de9.css	(from https://kraet.io/)
23:25:02	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%22ba15bd-4057-61d51a06bb56b-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://kraet.io/)
23:25:03	11053/11053	---M-Z	200	added ('OK')	text/css	etag:%22ac2349-2b2d-619610f0a5f8d-gzip%22	https://kraet.io/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.21.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min11d9.css	(from https://kraet.io/)
23:25:04	51433/51433	---M-Z	200	added ('OK')	text/css	etag:%2210c0002-c8e9-61dc4ed4ff1ff-gzip%22	https://kraet.io/wp-content/uploads/elementor/css/global.css?ver=1721581492	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/elementor/css/global7a47.css	(from https://kraet.io/)
23:25:05	103012/103012	---M-Z	200	added ('OK')	text/css	etag:%2210c0004-19264-61dc4ed57876d-gzip%22	https://kraet.io/wp-content/uploads/elementor/css/post-1105.css?ver=1721581492	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/elementor/css/post-11057a47.css	(from https://kraet.io/)
23:25:05	9545/9545	---M-Z	200	added ('OK')	text/css	etag:%2210c0006-2549-61dc4ed586de6-gzip%22	https://kraet.io/wp-content/uploads/elementor/css/post-846.css?ver=1721581493	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/elementor/css/post-8461646.css	(from https://kraet.io/)
23:25:06	19086/19086	---M-Z	200	added ('OK')	text/css	etag:%2210c0007-4a8e-61dc4ed58fe6f-gzip%22	https://kraet.io/wp-content/uploads/elementor/css/post-853.css?ver=1721581493	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/elementor/css/post-8531646.css	(from https://kraet.io/)
23:25:07	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%22c011a7-15601-603fed35e19c0-gzip%22	https://kraet.io/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-includes/js/jquery/jquery.minf43b.js	(from https://kraet.io/)
23:25:08	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%22c0119e-3509-5fdabee5f2100-gzip%22	https://kraet.io/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://kraet.io/)
23:25:08	1713/1713	---M-Z	200	added ('OK')	text/javascript	etag:%2210c01b1-6b1-614c50da215cf-gzip%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/bold-builder-light/bt-bb-light.js?ver=6.6	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/bold-builder-light/bt-bb-light9122.js	(from https://kraet.io/)
23:25:09	8282/8282	---M-Z	200	added ('OK')	text/javascript	etag:%2210c0191-205a-614c50da2062f-gzip%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/js/bold-timeline.js?ver=6.6	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/js/bold-timeline9122.js	(from https://kraet.io/)
23:25:10	43935/43935	---M-Z	200	added ('OK')	text/javascript	etag:%22c81c97-ab9f-61818bc3099d8-gzip%22	https://kraet.io/wp-content/plugins/graphina-elementor-charts-and-graphs/elementor/js/graphina-charts-for-elementor-public.js?ver=1.8.10	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/graphina-elementor-charts-and-graphs/elementor/js/graphina-charts-for-elementor-public7a3d.js	(from https://kraet.io/)
23:25:10	517155/517155	---MCZ	200	added ('OK')	text/javascript	etag:%22c81c96-7e423-61818bc3099d8-gzip%22	https://kraet.io/wp-content/plugins/graphina-elementor-charts-and-graphs/elementor/js/apexcharts.min.js?ver=1.8.10	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/graphina-elementor-charts-and-graphs/elementor/js/apexcharts.min7a3d.js	(from https://kraet.io/)
23:25:12	380401/380401	---MC-	200	added ('OK')	application/json	date:Tue,%2023%20Jul%202024%2010:34:05%20GMT	https://kraet.io/wp-json/	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-json/index.html	(from https://kraet.io/)
23:25:12	406332/406332	---MC-	200	added ('OK')	application/json	date:Tue,%2023%20Jul%202024%2010:34:05%20GMT	https://kraet.io/wp-json/wp/v2/pages/1105	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-json/wp/v2/pages/1105.json	(from https://kraet.io/)
23:25:13	762/762	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jul%202024%2010:34:07%20GMT	https://kraet.io/xmlrpc.php?rsd	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/xmlrpc0db0.php	(from https://kraet.io/)
23:25:13	2002/2002	---MC-	200	added ('OK')	application/json	date:Tue,%2023%20Jul%202024%2010:34:07%20GMT	https://kraet.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkraet.io%2F	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-json/oembed/1.0/embed6386.json	(from https://kraet.io/)
23:25:14	2164/2164	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Jul%202024%2010:34:08%20GMT	https://kraet.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkraet.io%2F&format=xml	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-json/oembed/1.0/embedaa06	(from https://kraet.io/)
23:25:15	1408/1408	---M--	200	added ('OK')	image/svg+xml	etag:%22c00588-580-614c5752c21b2%22	https://kraet.io/wp-content/uploads/2024/03/Artboard-1-copy-3.svg	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/03/Artboard-1-copy-3.svg	(from https://kraet.io/)
23:25:15	82867/82867	---M--	200	added ('OK')	image/png	etag:%22c0066a-143b3-61c0159db3990%22	https://kraet.io/wp-content/uploads/2024/03/5.png	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/03/5.png	(from https://kraet.io/)
23:25:15	20270/20270	---M-Z	200	added ('OK')	text/css	etag:%22ac2487-4f2e-619610f0be62e-gzip%22	https://kraet.io/wp-content/plugins/elementor-pro/assets/css/widget-mega-menu.min.css	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor-pro/assets/css/widget-mega-menu.min.css	(from https://kraet.io/)
23:25:16	65434/65434	---M--	200	added ('OK')	image/jpeg	etag:%22c0162f-ff9a-6165004c0be82%22	https://kraet.io/wp-content/uploads/2024/04/Fine-Art-1-1024x555.jpg	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/04/Fine-Art-1-1024x555.jpg	(from https://kraet.io/)
23:25:19	122466/122466	---M--	200	added ('OK')	image/jpeg	etag:%22c0160d-1de62-61650212fac7f%22	https://kraet.io/wp-content/uploads/2024/04/Collectibles-1024x555.jpg	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/04/Collectibles-1024x555.jpg	(from https://kraet.io/)
23:25:19	104023/104023	---M--	200	added ('OK')	image/jpeg	etag:%22c042a5-19657-616500e1c7705%22	https://kraet.io/wp-content/uploads/2024/04/Real-Estate-1024x555.jpg	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/04/Real-Estate-1024x555.jpg	(from https://kraet.io/)
23:25:21	8671/8671	---M-Z	200	added ('OK')	text/css	etag:%22ac234e-21df-619610f0a6375-gzip%22	https://kraet.io/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min.css	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min.css	(from https://kraet.io/)
23:25:23	10094/10094	---M-Z	200	added ('OK')	text/css	etag:%22b81c93-276e-61d51a02a04e6-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://kraet.io/)
23:25:27	86861/86861	---M--	200	added ('OK')	image/png	etag:%22c0022c-1534d-61bdaad5d92ac%22	https://kraet.io/wp-content/uploads/2024/03/photo_2024-06-26_22-04-30-removebg-preview.png	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/03/photo_2024-06-26_22-04-30-removebg-preview.png	(from https://kraet.io/)
23:25:28	195506/195506	---M--	200	added ('OK')	image/png	etag:%22c01625-2fbb2-6165160a5832b%22	https://kraet.io/wp-content/uploads/2024/04/Product-Layout-2-1024x732.png	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/04/Product-Layout-2-1024x732.png	(from https://kraet.io/)
23:25:28	143856/143856	---M--	200	added ('OK')	image/png	etag:%22c01c4c-231f0-616630b25e9ed%22	https://kraet.io/wp-content/uploads/2024/04/Try-1-1024x708.png	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/04/Try-1-1024x708.png	(from https://kraet.io/)
23:25:31	9929/9929	---M-Z	200	added ('OK')	text/css	etag:%22b81c95-26c9-61d51a02a1c56-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://kraet.io/)
23:25:31	9054/9054	---M-Z	200	added ('OK')	text/css	etag:%22ac2479-235e-619610f0b327e-gzip%22	https://kraet.io/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min.css	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min.css	(from https://kraet.io/)
23:25:32	28086/28086	---M--	200	added ('OK')	image/png	etag:%22c0069e-6db6-61bdbb0ad1d7e%22	https://kraet.io/wp-content/uploads/2024/06/512px-Yahoo_Finance_Logo_2013.svg.png	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/06/512px-Yahoo_Finance_Logo_2013.svg.png	(from https://kraet.io/)
23:25:34	949037/949037	---M--	200	added ('OK')	image/svg+xml	etag:%22c017c9-e7b2d-614f9c3504847%22	https://kraet.io/wp-content/uploads/2024/03/Token-Image.svg	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/03/Token-Image.svg	(from https://kraet.io/)
23:25:34	45662/45662	---M--	200	added ('OK')	image/png	etag:%22c0069d-b25e-61bdbc127689a%22	https://kraet.io/wp-content/uploads/2024/06/feed-og-image-2-removebg-preview.png	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/06/feed-og-image-2-removebg-preview.png	(from https://kraet.io/)
23:25:35	24578/24578	---M--	200	added ('OK')	image/png	etag:%22c006a3-6002-61bdbc4c3f6d6%22	https://kraet.io/wp-content/uploads/2024/06/Benzinga-Logo.png	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/06/Benzinga-Logo.png	(from https://kraet.io/)
23:25:36	26136/26136	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Jul%202024%2010:34:30%20GMT	https://kraet.io/wp-content/uploads/2024/05/KRAET-Whitepaper-ENG.pdf	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/05/KRAET-Whitepaper-ENG.pdf	(from https://kraet.io/)
23:25:36	5967589/5967589	---M--	200	added ('OK')	application/pdf	etag:%22c00177-5b0ee5-61dbf1377f80b%22	https://kraet.io/wp-content/uploads/2024/07/KRAET-Whitepaper-ENG.pdf	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/uploads/2024/07/KRAET-Whitepaper-ENG.pdf	(from https://kraet.io/)
23:25:36	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%22b81e00-4824-61d51a05ead75-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.23.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/lib/animations/animations.min93d8.css	(from https://kraet.io/)
23:25:37	2749/2749	---M-Z	200	added ('OK')	text/javascript	etag:%22b23d1a-abd-61b50b6c53104-gzip%22	https://kraet.io/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.1.0	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/themes/hello-elementor/assets/js/hello-frontend.min324d.js	(from https://kraet.io/)
23:25:37	7370/7370	---MCZ	200	added ('OK')	application/javascript	etag:W/14421-1717166113627.1218	https://stats.wp.com/e-202430.js	C:/Users/pc/OneDrive/Documents/Kraet.com/stats.wp.com/e-202430.js	(from https://kraet.io/)
23:25:38	5825/5825	---M-Z	200	added ('OK')	text/javascript	etag:%22ac24dd-16c1-619610f0daf38-gzip%22	https://kraet.io/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.21.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min11d9.js	(from https://kraet.io/)
23:25:38	4997/4997	---M-Z	200	added ('OK')	text/javascript	etag:%22b81dfa-1385-61d51a05e9605-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/js/webpack.runtime.min93d8.js	(from https://kraet.io/)
23:25:38	73568/73568	---M-Z	200	added ('OK')	text/javascript	etag:%22b81d78-11f60-61d51a056e15a-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/js/frontend-modules.min93d8.js	(from https://kraet.io/)
23:25:39	4307/4307	---M-Z	200	added ('OK')	text/javascript	etag:%221103611-10d3-6103d74a0ab00-gzip%22	https://kraet.io/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-includes/js/dist/hooks.min2757.js	(from https://kraet.io/)
23:25:39	9141/9141	---M-Z	200	added ('OK')	text/javascript	etag:%221103615-23b5-6116e76a714c0-gzip%22	https://kraet.io/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-includes/js/dist/i18n.minc33c.js	(from https://kraet.io/)
23:25:40	25066/25066	---M-Z	200	added ('OK')	text/javascript	etag:%22ac2590-61ea-619610f1ade41-gzip%22	https://kraet.io/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.21.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor-pro/assets/js/frontend.min11d9.js	(from https://kraet.io/)
23:25:41	12198/12198	---M-Z	200	added ('OK')	text/javascript	etag:%22ba15c4-2fa6-61d51a06c8c44-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://kraet.io/)
23:25:42	21464/21464	---M-Z	200	added ('OK')	text/javascript	etag:%22981e9d-53d8-61bdf6e5539c0-gzip%22	https://kraet.io/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-includes/js/jquery/ui/core.minb37e.js	(from https://kraet.io/)
23:25:43	40249/40249	---M-Z	200	added ('OK')	text/javascript	etag:%22b81d75-9d39-61d51a0567bca-gzip%22	https://kraet.io/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.23.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor/assets/js/frontend.min93d8.js	(from https://kraet.io/)
23:25:46	38282/38282	---M-Z	200	added ('OK')	text/javascript	etag:%22ac24dc-958a-619610f0da768-gzip%22	https://kraet.io/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.21.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min11d9.js	(from https://kraet.io/)
23:25:47	3721/3721	---M-Z	200	added ('OK')	text/javascript	etag:%22ac25a6-e89-619610f1d08f3-gzip%22	https://kraet.io/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.21.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min11d9.js	(from https://kraet.io/)
23:25:48	4598/4598	---M--	200	added ('OK')	image/svg+xml	etag:%22c0124d-11f6-555a9cb3a8fc0%22	https://kraet.io/wp-includes/js/mediaelement/mejs-controls.svg	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-includes/js/mediaelement/mejs-controls.svg	(from https://kraet.io/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
23:25:49	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210c0160-e538-614c50da20247%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-strokebb1d.eot	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:49	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210c0160-e538-614c50da20247%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.eot?	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroked41d.eot	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:49	58556/58556	---M--	200	added ('OK')	font/woff	etag:%2210c0163-e4bc-614c50da2062f%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-strokebb1d.woff	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:50	58480/58480	---M--	200	added ('OK')	font/ttf	etag:%2210c0162-e470-614c50da20247%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-strokebb1d.ttf	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:50	164020/164020	---M--	200	added ('OK')	image/svg+xml	etag:%2210c0161-280b4-614c50da20247%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/Pe-icon-7-strokebb1d.svg	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:51	88428/88428	---M--	200	added ('OK')	font/woff	etag:%2210c0159-1596c-614c50da1fa77%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/FontAwesome5Brands.woff?v=1.1.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/FontAwesome5Brands3f71.woff	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:52	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210c015b-2876e-614c50da1fe5f%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/fontawesome-webfont5b62.eot	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:52	130600/130600	---M--	200	added ('OK')	font/ttf	etag:%2210c0158-1fe28-614c50da1fa77%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/FontAwesome5Brands.ttf?v=1.1.1	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/FontAwesome5Brands3f71.ttf	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:52	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210c015b-2876e-614c50da1fe5f%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/fontawesome-webfont.eot?	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/fontawesome-webfontd41d.eot	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:53	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2210c015f-12d68-614c50da20247%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/fontawesome-webfont5b62.woff2	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
23:25:54	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2210c015e-17ee8-614c50da20247%22	https://kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/pc/OneDrive/Documents/Kraet.com/kraet.io/wp-content/plugins/bold-timeline-lite/assets/fonts/fontawesome-webfont5b62.woff	(from https://kraet.io/wp-content/plugins/bold-timeline-lite/style.css?ver=6.6)
